Title,Company,Location,Salary,Description,Job URL,Date,State
Machine Learning Engineer,ManTech,"Hybrid work in Herndon, VA 20171",Estimated $153K - $194K a year,"Collaborate with data scientists on using data science and machine learning algorithms in areas such as natural language processing, graph analytics, computer…",https://www.indeed.com/rc/clk?jk=c653998ab93f6708&bb=e4VShQ4w4VJIfkLE0FPM5UJYX0FTIZYN7kXFnvRUKTMPXDmRPOA-vFY2OofOb4k6DJH0bSdqT76Vgm3Fb2JUaM936r_hv57j7b1r_YcTshaN1msjr-FOqYh5rRuVT_EL&xkcb=SoBH67M3_txci6QGSJ0BbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
Machine Learning Engineer,J5 Consulting,"Chantilly, VA",Estimated $152K - $193K a year,"Create data science and data engineering products that include data models, data ingestion/transform, analytics which may include machine learning, and some…",https://www.indeed.com/rc/clk?jk=a64663c8e7aabe07&bb=e4VShQ4w4VJIfkLE0FPM5eaIvU8ietBQ-oFo1yyQBhmc1ht2_tR1ThRExCkXbXG0TxAEDANCnSJTDjc6jXOIjd-sdkjVnL9kW3CvzXZ9i4Hi53QVc0L4W0yxvGZkmrRQ&xkcb=SoDJ67M3_txci6QGSJ0GbzkdCdPP&fccid=543d312513d77e90&vjs=3,2024-06-27,District of Columbia
SME AI/ML Engineer,ManTech,"Remote in Washington, DC 20528",Estimated $115K - $145K a year,"Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
Master's degree in STEM field.",https://www.indeed.com/rc/clk?jk=273f4a45867041a3&bb=M6EqD6V9ZPribM7uFZtxUA99TS-TIKeh3LQaxFR5zar72COafDDJK1sm1288G-Hup8GRVH-XSJsBGq4JpwjNuyyJbYqTnPhHYQATPcyZ5r1h_npwpEltYcvO4CYdTkBU&xkcb=SoCB67M3_txbgCbECp0IbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
Senior Data Scientist - TS/SCI with Polygraph Required,Logistics Management Institute,"McLean, VA",Estimated $135K - $171K a year,"The Senior Data Scientist will query and structure data, apply algorithms to develop machine learning models, develop metrics and data visualizations, and…",https://www.indeed.com/rc/clk?jk=7644382b515c21e2&bb=M6EqD6V9ZPribM7uFZtxUIjJLqiyrBiZGV_umoOsCkKBZR2VYDZxVn-czo1qE2dskrnRrJPb0swY6Turil8SRh25pFX2Z92v6BhFlVYZTlylb9Oznz9isj5craxOGyTh&xkcb=SoAP67M3_txbgCbECp0PbzkdCdPP&fccid=12626f295bf6a003&vjs=3,2024-06-27,District of Columbia
AI Strategist - Clearance Required,Logistics Management Institute,"Tysons, VA",Estimated $128K - $162K a year,"Understanding of existing Army IT systems and analytics investments.
Make recommendations that impact short- and long-term technology project growth and success…",https://www.indeed.com/rc/clk?jk=afaf4be87236ed8a&bb=M6EqD6V9ZPribM7uFZtxUEoZ7CttkQDUkm1z90_r7TLrfDMBUc2dKorO_h4Fyqxzq309Hl7T1aMDZdYgyJhRzjZf-7v6d2hW1ChnHlsvhLhMkgq56805sHp8-IY88D2d&xkcb=SoC767M3_txbgCbECp0ObzkdCdPP&fccid=12626f295bf6a003&vjs=3,2024-06-27,District of Columbia
Lead Statistician - TS/SCI W/Poly,Jacobs,"Springfield, VA",Estimated $150K - $190K a year,You will be directly supporting a collaborate team whose mission is to accelerate and modernize testing and evaluation operations through data and new…,https://www.indeed.com/rc/clk?jk=1182ec4c3a12f5d2&bb=M6EqD6V9ZPribM7uFZtxUOGjafZ_XzvCv9fYb7f7w6adJi_EQuJrtLYaDz6eoRQ0Sq1ROEPHAvZI6k5c0qXKuQxZbAWetuYb6S0pAXnrEkl8vE2cAXTk4g%3D%3D&xkcb=SoB767M3_txbgCbECp0DbzkdCdPP&fccid=de56d7554bea5214&vjs=3,2024-06-27,District of Columbia
Principal Deep Learning Engineer,Expedition Technology,"Herndon, VA",Estimated $147K - $186K a year,"Proven proficiency in PyTorch, TensorFlow, or other modern machine learning framework.
Proven experience architecting, training, testing, and deploying machine…",https://www.indeed.com/rc/clk?jk=cb71a4b9eb86c9f1&bb=M6EqD6V9ZPribM7uFZtxUFGOEzFKKUC7oyTpVMU3B0iLsez0yoKnu5CcbAIrQRSnBBmW9ipHFlxKfFBi3wr0zo4dsnN5NXbRluzMgm1yLWrl1CLM5ksQ1wFXquW6qBFa&xkcb=SoDP67M3_txbgCbECp0CbzkdCdPP&fccid=cb01aeb8dc8381df&vjs=3,2024-06-27,District of Columbia
Financial Crimes Unit - Risk Architecture Data Scientist (Python/SQL) Senior Associate,PRICE WATERHOUSE COOPERS,"Washington, DC",Estimated $85.4K - $108K a year,"As a Senior Associate in our Risk Analytics and Modeling team, you’ll have the opportunity to apply your quantitative, modeling and analytical skills in a real…",https://www.indeed.com/rc/clk?jk=81492e29cdd1bf81&bb=M6EqD6V9ZPribM7uFZtxUNNB3vh0iw2-T_lZuVGn7prmCtEimN3q3WRx-49EP195mzZznu98oHxhW4O4eQxeRmNLnO0sYskHL0_lnHmv7C64VolwGoa20FeRyPYN9qAX&xkcb=SoBo67M3_txbgCbECp0HbzkdCdPP&fccid=5e964c4afc56b180&vjs=3,2024-06-27,District of Columbia
Machine Learning Engineer,SAIC,"Chantilly, VA 20151",,"Create data science and data engineering products that include data models, data ingestion/transform, analytics which may include machine learning, and some…",https://www.indeed.com/rc/clk?jk=944554ae370e4a8c&bb=M6EqD6V9ZPribM7uFZtxUNNB3vh0iw2-tY_RpKpQCZnUFL8RT0TpXjE4KSi_DOTHbVcLIgahR2H7UXLgCEL2OGJI_uktzMIBULV0bmbA00EXGh93JvJ8uQ%3D%3D&xkcb=SoBB67M3_txbgCbECp0FbzkdCdPP&fccid=f3b836e645f9b36d&vjs=3,2024-06-27,District of Columbia
Machine Learning/ Cloud Engineer,Syntelligent Analytic Solutions,"Washington, DC 20201 
(South West area)",,"8+ years of experience in computer science, data science, machine learning.
Work closely and collaborate with a dynamic cross-functional team crafting data…",https://www.indeed.com/rc/clk?jk=9793553079b68449&bb=oCHTvSaCWQcXwZ0MUgf3bYboCiBHHE9cjs9jBDebWaCX8ySUVbrpvj9hhyIo4QWE_ssXDOANNwZRD39aDupHJhvVNTP3JVdOxkJgpxT-0FxgwdJYy0p3o6-2ub6enZGp&xkcb=SoCm67M3_txa1v5RIB0DbzkdCdPP&fccid=025f5fd370e93345&vjs=3,2024-06-27,District of Columbia
AI/Machine Learning Engineer,The Carlyle Group,"Washington, DC",Estimated $120K - $152K a year,"Collaborate with stakeholders and data scientists to translate business problems and requirements into ML solutions.
Build AI/MLOps discipline and practice.",https://www.indeed.com/rc/clk?jk=7641a77d04471437&bb=oCHTvSaCWQcXwZ0MUgf3bfuxOhXh4ofaCB-qo0QoKUIOntgNbW-lv5DzmopLz-ZhIVJLJTFFrVzxDQcOFWpwe6FOit76rnj8uJYMnzMySRlpB0tKUpDFro2u25M0JmjI&xkcb=SoCP67M3_txa1v5RIB0BbzkdCdPP&fccid=ac842b69414193be&vjs=3,2024-06-27,District of Columbia
Government and Public Sector - AI and Data - Data Security Engineer - Senior Consultant,EY,"McLean, VA 22102",Estimated $163K - $206K a year,"EY delivers unparalleled service in big data, business intelligence, and digital analytics built on a blend of custom-developed methods related to customer…",https://www.indeed.com/rc/clk?jk=eb4356cdc45bf95f&bb=oCHTvSaCWQcXwZ0MUgf3bYXeWialS7CXZSsokPmqM4ILY4ZLx9vwy__v2RE6umXOS4i9ukv-pawG2EfaSFOckWTwLDi-bZF5aFJH6n0ijkX_XRfsE3_donhHoEbhC5B0&xkcb=SoA767M3_txa1v5RIB0AbzkdCdPP&fccid=1544766d4c2915b0&vjs=3,2024-06-27,District of Columbia
Senior Data Engineer (Cloud Expertise) - Active TS/SCI Security Clearance Required,Deloitte,"Rosslyn, VA",Estimated $141K - $179K a year,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…",https://www.indeed.com/rc/clk?jk=799900ac82d3f458&bb=oCHTvSaCWQcXwZ0MUgf3bbOfswF5s3UVnFbnHc0j5AWnjBheLwg3LwigR_jZLdz9mgdpo6EASjicOGcwgBJh6xxc7ttwh5yZZ0-fyeQxlOcYuuq8FVwZaw%3D%3D&xkcb=SoAB67M3_txa1v5RIB0GbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,2024-06-27,District of Columbia
Senior Machine Learning Engineer,The Swift Group,"Chantilly, VA",Estimated $163K - $206K a year,"The Swift Group is looking for a Senior Machine Learning Engineer to create data science and data engineering products that include data models, data ingestion…",https://www.indeed.com/rc/clk?jk=6ea29dec13271518&bb=oCHTvSaCWQcXwZ0MUgf3bZv8ItPWT873hfqu9j6TOrwl0kSDMHgNhwSBrqukNjHawtNaHynKgawvpPU-FNWP3JiZaVjFRpPKN4J0BrKR5DQodDk1ND_cyA8g2liLcuex&xkcb=SoCc67M3_txa1v5RIB0FbzkdCdPP&fccid=13ebb8d3d91f8d2a&vjs=3,2024-06-27,District of Columbia
Associate Analyst of Optimization & Mathematical Programming,ITA International,"Hybrid work in Arlington, VA",Estimated $91.4K - $116K a year,"Assess the pros and cons of different formulation designs, methodologies, solver capabilities, and the tools available, aiming for the optimal balance between…",https://www.indeed.com/rc/clk?jk=a9c1a0f5b51b16ef&bb=oCHTvSaCWQcXwZ0MUgf3bV8UUXrG5eZMfP2W6gZtgqDkuaMw98wsuFYBz4_6IoPhn69RN_XRXBlqtPYhu5PLu0WADvFEWbdIDQ0_zHEexvZjNKPWYH-zgisfCwiTYwKS&xkcb=SoAo67M3_txa1v5RIB0EbzkdCdPP&fccid=e34265c77978edfc&vjs=3,2024-06-27,District of Columbia
AI Engineer,SAIC,"Chantilly, VA 20151",Estimated $117K - $149K a year,"Collaborate with data scientists and software engineers on AI projects.
You will also work closely with data scientists and software engineers to implement AI…",https://www.indeed.com/rc/clk?jk=7ab099b2a20426a3&bb=oCHTvSaCWQcXwZ0MUgf3bWpR5sF-fHqui94l2kBCdWNEeHx8uAWQk0d9ZCDjewIF5-cd-_ATj0DrjatFDjTarhL25v3BpaI7BX-oNqOB5jsPpxKrEMbOww%3D%3D&xkcb=SoAP67M3_txa1v5RIB0bbzkdCdPP&fccid=f3b836e645f9b36d&vjs=3,2024-06-27,District of Columbia
Data Analyst/Data Engineer,"ENSCO, Inc.","Fairfax, VA",Estimated $97.8K - $124K a year,"Bachelor’s degree in engineering, mathematics, computer science, data analytics, or other scientific or technical discipline and 2 years of relevant experience.",https://www.indeed.com/rc/clk?jk=b47eab7319bf8b50&bb=oCHTvSaCWQcXwZ0MUgf3bfuxOhXh4ofaTmfUkc-13fmIQ3b00NiL6IxjHsTZOYXVbiXQbUamB83eQB-XMTPsFF0ol7Q1oR8rZJBeHc7xt22bZDzUwJXowQ%3D%3D&xkcb=SoC767M3_txa1v5RIB0abzkdCdPP&fccid=352bbe51b752bc36&vjs=3,2024-06-27,District of Columbia
AI/ML Enterprise Program Systems Engineer,SAIC,"Chantilly, VA 20151",Estimated $133K - $168K a year,"R&D of artificial intelligence/machine learning agents.
AI/ML expertise to help USG Program Office develop and implement an enterprise AI/ML strategy and…",https://www.indeed.com/rc/clk?jk=8f04114af1c48bd9&bb=oCHTvSaCWQcXwZ0MUgf3bfuxOhXh4ofaoz1MmNm8TIoKN_wKEIVZJSAgxeb1R7CzDMZhevvv5ANP90J7cT-qxgiEAyqnq4w_lj_e1kvRu5_ik1c4BQpbjA%3D%3D&xkcb=SoAm67M3_txa1v5RIB0ZbzkdCdPP&fccid=f3b836e645f9b36d&vjs=3,2024-06-27,District of Columbia
Data Engineer Senior Consultant (US Security Clearance Required),Deloitte,"Rosslyn, VA",Estimated $131K - $166K a year,The GPS AI & Data Engineering offering is responsible for developing advanced analytics products and applying data visualization and statistical programming…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DIXU_djF9v0NrX_xbLRwj6RWFeuMEgTY6VvwKgvleOVM9Li_I5Uro2oGX_5EaJ-mvdwaqLd93nIaDCzNJEoskKcORKRHFi9C7bwziA7qBe1x1hqUx959AI0dp8re4h9_jeeGFWG9DbMRW6UbI79NY42h-kaNwt_sH7qZa-f6tQibMmM6ybIsSZZ35dhgEaWl41aYsQEqMMdRHj2kbIbDhFr86i1mNqy-CEX2vJMxgqsvCwaqYwJeBUm0cLHRlrtOPELJlswpbFo3Xfbk99ENCceQNubE10jiCiiU9B9-ZA7Ux-VNpFcyl77oD9cEceEiixnuzqsIBqGgxPkYxGg1t7gwHo46qSLmaWDsbGOX_MVOLpgJyX2x5Ayh0DWnvxabsR1CvGtwp5aNzIHF9K4DWuteTW7k2c3LnkSlkGaLSJGSzL-2iZD9x13qgKs3NzSARawb1xWBTvnuFkTzXwbYgEPCCs68U-wq2hHVPtfhChg--qeyqy5JjcPi_4wXI5yfYEe-m_mPO_2sMLcIOjMOEPQs9cpvSQuOCMbzXko3uEfchNomosHI8EcoAEIBBZSlZcWNgeOhk5TW1_2tXlEQJfSPpKD_RtUxzQDuWLbCNYdUG7GuudM-mmeTDa330P4afWtGKY-MKUU1xzXkvxPJtp18wQL1R216upntG-T9OKVuYfSNr31m4wZ9-MHCUpAyoHd3hpJtasUksk3WtY2pCi-02o78AElhRXFA5rIeGPiA==&xkcb=SoAC6_M3_txaaMzs7x0LbzkdCdPP&camk=nUmJqO2E8rhAprlISEg01w==&p=0&fvj=0&vjs=3,2024-06-27,District of Columbia
"Sr Distinguished Engineer, Generative AI Systems - (Remote- Eligible)",Capital One,"Remote in McLean, VA 22101",Full-time,"Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNUFMD4PZ3AunMB5DXFa7boTPgOqM3dLQvJAcBa5DoJTMTHlZtm6_PUrpmk1Ajas9Vm4v3cZ3JHiOxj2SToPxBjtm94mtzXwpCPS2B6Y8j8LVBW7EsxidS7-p93bpuEXyIZcb9dqLocuWQqvDY-koP_oD0zK7_BOuumd8110xsZXJawHAah1lyErkbzWmdxezrCEC-onA9Gmi09mG7tO2yzK-ZGtAMi0xN3P-ilvqKnHlBf4fiCJ9GCxZZA3_IIrN30nZUVwrDLeechYx8hqivqtK0ClSFydbgVqRTuwskljMDQpk6FwBOMAYpfRK3JcKh89lYSWAfRrlEmtbpkLY02pZg0HgpqB4uEo69LVbYOvHjBM_RXbzQ9XfCu0nIgQ6RbltFOsbNaeQ8wwUTDEQei9QxIZiwdN312BH1NOpkhWpo-QkQApWvnpMTU4igyzaQqWiQJcq-VPyHApOHvw6-nV1BLG-0nauqWo-SzLt0rQJX4ONTyhYab4ObbqN_bWamzMhwSC_HZZk2Guvf0OrKmK3_xhA76R4ZledEwn2Ho1XRMA3mUctCg50HkZTkERGOnkQhJOrnHGP7ia4R6765dW65OaplRVk6ecA0G1OSVQaQuFZj3mrw-q4IsvPclNzTrKAXH2-kbBjT-eImQptsAW1ocNngxhwo6eculoqyIJK9YCrlESmKQP6qn-McvVMSXQHi6i6EVwATm5d7ePKiUv-O0I6DWp0ke9mRn5NMjyRTytQSS0v9E_QWyHQKWOsvlO0SSJfdSn7jPKkuLSOMkx661caZAdsaQ==&xkcb=SoC26_M3_txaaMzs7x0KbzkdCdPP&camk=4HOcmqOLYrCZZasoYOZ0iQ==&p=1&fvj=0&vjs=3,2024-06-27,District of Columbia
Senior Functional Data/BI Business Analyst (TS Required),Deloitte,"Rosslyn, VA",Estimated $116K - $147K a year,The GPS AI & Data Operations offering is responsible for developing advanced analytics products and applying data visualization and statistical programming…,https://www.indeed.com/rc/clk?jk=30438b3d534c06c7&bb=tcL-fR2ph5LBYqc8G-AKgNKZL92OUFNzN1x9NNSYH2NGiSZrQkzc5Sex_BO23qWm5fkEmAoV0nakFicwBt3kkLbTdVCh6m9Zgg0-YsaEIu22HT-zaNbtKg%3D%3D&xkcb=SoDf67M3_txaaMzs7x0JbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,2024-06-27,District of Columbia
Artificial Intelligence (AI) Systems Administrator III,ManTech,"Washington, DC 20528 
(Downtown area)",Estimated $135K - $171K a year,"For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on…",https://www.indeed.com/rc/clk?jk=a28c8805d2a3ac0d&bb=tcL-fR2ph5LBYqc8G-AKgFpXpkTbqxVa0K_C6qfq9se19HhdMKrqIM5r_4g8GY2mo4h0KGToA1e4kYk2z9ozcmrTiorltyCHAWqrb0UnxAdUrYNfV7JoMu-ChOnsuLEy&xkcb=SoBr67M3_txaaMzs7x0IbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
Data Engineer (Cloud Services) - Senior,QinetiQ US,"Reston, VA",Estimated $125K - $159K a year,This role will be at the forefront of leveraging the latest in data and data analytics technolgoies supporting a diverse range of Client and Client-Customer…,https://www.indeed.com/rc/clk?jk=a5d1de02ec26428d&bb=tcL-fR2ph5LBYqc8G-AKgExcE82wvxk9yJIrtYY5-fsGCxJUm61esHUyAI5TUl0vCnY8mcX89ZbYYZURXU0h-Vt6KDZ9KQaAdtglY5qdXSsZKyHq37IAfeqFiaWUQcMy&xkcb=SoDl67M3_txaaMzs7x0PbzkdCdPP&fccid=a7c92d37815397cf&vjs=3,2024-06-27,District of Columbia
Lead Statistician - TS/SCI W/Poly,Jacobs Engineering Group Inc.,"Springfield, VA 22009",Estimated $129K - $163K a year,You will be directly supporting a collaborate team whose mission is to accelerate and modernize testing and evaluation operations through data and new…,https://www.indeed.com/rc/clk?jk=1789c26dfc9569ed&bb=tcL-fR2ph5LBYqc8G-AKgM4p2MwUYUe_LrUIxhypIGpGm_bNufHJshGUgz6-9YSSaw4wzwcSjNsI-_BC5NP6EUv1u-2E6s6W4W4DlRjRaC4_ukIW1BraXg%3D%3D&xkcb=SoBR67M3_txaaMzs7x0ObzkdCdPP&fccid=de56d7554bea5214&vjs=3,2024-06-27,District of Columbia
Senior Mission Systems (AI/Cloud) Technology Sensing Analyst,ManTech,"Washington, DC 20528 
(Downtown area)",Estimated $142K - $179K a year,"For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on…",https://www.indeed.com/rc/clk?jk=c47f0511062cadc7&bb=tcL-fR2ph5LBYqc8G-AKgJpc5w0LJu7Rt8kxcxa3yIRnyxTl3-AHiiCvgzZLZFFxBqnIwLNbdWncmupapiKDW9fF6VbpOpgJRb41iijme7usG2vsilBBl20brmeVsRn8&xkcb=SoDM67M3_txaaMzs7x0NbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
Artificial Intelligence Test & Evaluation SME,ManTech,"Washington, DC 20528 
(Downtown area)",Estimated $147K - $186K a year,"Provide insight to program algorithm development: Design and develop machine learning algorithms, deep learning models, and statistical methods to solve complex…",https://www.indeed.com/rc/clk?jk=d5a8a92f4caea52f&bb=tcL-fR2ph5LBYqc8G-AKgLD-JxG92R9L9HdBwwKPBcA-gkLK3hR-LBzggA4HvXklg_fk8PqCA4YU6k4tR45GMp5amUYQmjtiHLuQ3NVNbPlZHYfTp3UTzZOGEoWMxlSP&xkcb=SoAl67M3_txaaMzs7x0CbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
Data Scientist II,Fairfax County,"Hybrid work in Fairfax, VA 22035","$69,324.74 - $115,540.88 a year","Serves as a subject matter expert in developing materials that build capacity and enhance learning in social, economic, and demographic research, efficient and…",https://www.indeed.com/rc/clk?jk=ba3479de178dde76&bb=tcL-fR2ph5LBYqc8G-AKgJq7qlO5aqxCMscbxgeTHUO09405VsswgFf0Fk9yGfqZA-peXgZtlAmIjuH0JPyaquA3LNxklGsL5zlNXLfKUoTRb07dLxYaqA%3D%3D&xkcb=SoC467M3_txaaMzs7x0BbzkdCdPP&fccid=f6090ea95e4991a1&vjs=3,2024-06-27,District of Columbia
Federal Health Data Science Senior Consultant,Deloitte,"Rosslyn, VA",Full-time,The GPS AI & Data Engineering offering is responsible for developing advanced analytics products and applying data visualization and statistical programming…,https://www.indeed.com/rc/clk?jk=04a5340a0199c28a&bb=tcL-fR2ph5LBYqc8G-AKgOPZNWx9NlibeDjQ2J4viFX4TpNDPNbeOG1BKoAXZt8q6l9fw6OMHdJn_CwMdoAiCDLKInsz0nrzKCGZMgDWQQcw5XT9v83yzA%3D%3D&xkcb=SoAM67M3_txaaMzs7x0AbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,2024-06-27,District of Columbia
Junior Data Engineer,ManTech,"Fairfax, VA 22034",Estimated $79.3K - $100K a year,"In this role, you will apply your expertise in data wrangling, analysis, and model building to tackle complex business challenges and derive actionable insights…",https://www.indeed.com/rc/clk?jk=1f1b88f35d356324&bb=tcL-fR2ph5LBYqc8G-AKgLD-JxG92R9LKypQMb9wZ_UImyFZB71-GYCdtEGeZQjINqSPvbIZJotooB1PZW7OhZ7hOkP0mxBz7Uc5Hlwupz6h9nNgtKuMfWriJlZif77J&xkcb=SoCC67M3_txaaMzs7x0HbzkdCdPP&fccid=578fa8376f4eec04&vjs=3,2024-06-27,District of Columbia
"Generative AI Engineer, Senior",Booz Allen,"Bethesda, MD","$96,600 - $220,000 a year","4+ years of experience with artificial intelligence, data science, ML engineering, data research, or data analytics.
The world can’t wait.",https://www.indeed.com/rc/clk?jk=44941208a541554e&bb=tcL-fR2ph5LBYqc8G-AKgEhwfBQtZzZibsoKmdva7Suuifi1ccffbxGImkdRGuEu9pUjR5tiXQiZbqR-7wtnWKWbEqE1cWJ9gyGgGKjft-sNqjrIruP4N6xrk28JDTea&xkcb=SoA267M3_txaaMzs7x0GbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3,2024-06-27,District of Columbia
"Chief AI Engineer, Senior Manager",Booz Allen,"Washington, DC 
(Downtown area)","$139,400 - $259,000 a year","Provide technical and project management support towards the delivery of a large-scale data, analytical and AI capabilities.
Chief AI Engineer, Senior Manager.",https://www.indeed.com/rc/clk?jk=aca4a634a5fff59b&bb=tcL-fR2ph5LBYqc8G-AKgL9s-9e4eGmpLtqjA2pTdz00OBafCywXfKT1jGCmQqYjYLtPkQUuogSL4X_RVBWSm9T-95_dknVilBTt6f2c0k-8_zlPGfQOBu04YdLrNuXe&xkcb=SoCr67M3_txaaMzs7x0FbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3,2024-06-27,District of Columbia
Lead Machine Learning Engineer,Total Wine & More,"Bethesda, MD 20817",Estimated $124K - $157K a year,"Build out tools to support data scientists – lowering the level of effort to create and prototype machine learning models, such as building a feature data store…",https://www.indeed.com/rc/clk?jk=1495d03356a72a06&bb=9uMIYyUbIKyLyAHoSeHQN9b4_LWxJ8yFNK-ws1RXYryI-rxwNVKtua5D83GiG16k7X3rSW38TXMGLL4zflx3vwthOVVUtoA1gsDwJ2Iy4aNshD3DNRAmIA%3D%3D&xkcb=SoC867M3_txZTVTs3R0JbzkdCdPP&fccid=eeb4d7a9b77e24e5&vjs=3,2024-06-27,District of Columbia
Digital Contact Solutions Manager,PRICE WATERHOUSE COOPERS,"Remote in Washington, DC",Estimated $140K - $178K a year,"Managing a team of AI consultants, data scientists, developers and designers, providing guidance, support, and mentoring to ensure the team is aligned with the…",https://www.indeed.com/rc/clk?jk=ab75bad7a31ad398&bb=9uMIYyUbIKyLyAHoSeHQN4Fhla9cwUclwUVMsfMxNaocZni2febnSGZGxmtV_20op37wtVo6OvTzdUp0ligEZrmG7DwfUpvtaxOYdQ6xg8Vu5NrPU_PUp97d7v0GAeZI&xkcb=SoAI67M3_txZTVTs3R0IbzkdCdPP&fccid=5e964c4afc56b180&vjs=3,2024-06-27,District of Columbia
Functional Data/BI Business Analyst (TS Required),Deloitte,"Rosslyn, VA",Estimated $81.6K - $103K a year,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…",https://www.indeed.com/rc/clk?jk=9073d3a905c4981f&bb=9uMIYyUbIKyLyAHoSeHQN9SOqnO_Q91MkqG9jUciLOa_1STLz2l0ipm18hcXa3MyBXi1NbNGrB3ReUK3RibB496gkLb7CZ7mNYmPfVD1csZojj8CkBYpTg%3D%3D&xkcb=SoCG67M3_txZTVTs3R0PbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,2024-06-27,District of Columbia
Data Engineer Consultant (US Security Clearance Required),Deloitte,"Rosslyn, VA",Estimated $95.2K - $121K a year,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…",https://www.indeed.com/rc/clk?jk=1722c58cc9d261c2&bb=9uMIYyUbIKyLyAHoSeHQN9SOqnO_Q91MT47ZhzdJpMrec0YAvWGby4CHVa9KHB7fUa63r2x6oND25da21LKbA5gbUYG9XSTpib49Q2GbwklUKq7tv3Nz-Q%3D%3D&xkcb=SoCv67M3_txZTVTs3R0NbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,2024-06-27,District of Columbia
AI/ML Software Engineer,Cognitio,"McLean, VA",Estimated $154K - $195K a year,"The AI/ML Engineer will work closely with customer management, other project managers, system architects, data scientists, data engineers, and machine learning…",https://www.indeed.com/rc/clk?jk=8055fd4f88bd2bec&bb=9uMIYyUbIKyLyAHoSeHQN6IJP-V0M5J-BG8fteYIphxjKMo9Gb6V5jrfzqEvh_fejCwZmIvxSk_2v6DuA9WW75h0rP-LORUUodFn-aGgexqE1TLH43HWmXr8Za7M4V1V&xkcb=SoAb67M3_txZTVTs3R0MbzkdCdPP&fccid=d27d7e24ea775e52&vjs=3,2024-06-27,District of Columbia
Data Scientist II,FIS Global,"Jacksonville, FL 32207 
(Spring Park area)",Full-time,"Knowledge in machine learning, artificial intelligence, statistical modeling, data visualization, and data analysis.
ADDED BONUS IF YOU HAVE.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C7IBgv3pri4gguzEFGUjra9JYHOSLB4FghnW8L5jPFyCp6szTsc3zn5vnHU9ZiU-PJoFmDLklYci-8Z3tqbWW1B0zPAA302IwPJHkyrn4lGP56h_GNa6JGRYBVaEHjn-ji7JW1KiUdektFUNpeOyDumVeGVdiduo5Ws6qAfhRAitXVkovpCmBT2pfbQDXeBjNhiRoz-oDge_O8_116dvNRdtUEKQEuTpq6o8OulWsmKwEo8q3-Y-Z1c3eDhiKaJgrQDFyZC-ULqy0XWR68fYEjxEPR1lLULyRWbH43U9M1A3Y09Zoerx8ZAVAbs5jFCETDZotCPUMeBJPaAf1rHLBdxvVGgz7hNXbe29cvQE4216lPN43Cn4HSPFBOv6M2rC5ivqllJ-PL6h1FbSdMwZlbYVoL2yWayJAJJNAR2gnDp85y9OS0DoZ-wxyfyFK68l0RamoolpXdV_d5s-0kU7qeAcUOsb5h0R8Txafq5Zq10-6MDgkINHhLrOY-m0SXLLxY_ZZ49k2W9m5gNfVIyDDfxdYIf1LzRSEBhZGTJ6v3ZErtm5LsSr6fA8ndhjjZnGioHFQ5VNe7_1NQTVaL2fgQfI_xavuqoA3GEI4sAQ41f0Pl-w21mlQd9Dg7ZP1Xue2gqh7pgSvIcoH4PrhF17fsJqxIMFjgRaoxsqm0XsqhCy8Ar2kzrbPcTRCoxwR9FwP4MSN-HuqMdzWuFXbaRzPuSRx5jKDAlZd6KnuUUKnxE1uiyVwRajKAI4E-AXAV266Y1wJonyDmbw==&xkcb=SoBa6_M3_t9--zTsyp0PbzkdCdPP&camk=nUmJqO2E8rhDtE-Qx2h8bg==&p=3&fvj=0&vjs=3,2024-06-27,Florida
